trial,observation_pair_1,observation_pair_2,observation_pair_3,observation_pair_4,observation_pair_5,observation_pair_6,observation_pair_7,observation_pair_8,observation_pair_9,observation_pair_10,observation_pair_11,observation_pair_12,observation_pair_13,observation_pair_14,observation_pair_15,observation_pair_16,observation_pair_17,observation_pair_18,observation_pair_19,observation_pair_20,observation_pair_21,observation_pair_22,observation_pair_23,observation_pair_24,observation_pair_25,observation_pair_26,observation_pair_27,observation_pair_28,observation_pair_29,observation_pair_30,observation_pair_31,observation_pair_32,observation_pair_33,observation_pair_34,observation_pair_35,observation_pair_36,observation_pair_37,observation_pair_38,observation_pair_39,observation_pair_40,observation_pair_41,observation_pair_42,observation_pair_43,observation_pair_44,observation_pair_45,observation_pair_46,observation_pair_47,observation_pair_48,observation_pair_49,observation_pair_50,observation_pair_51,observation_pair_52,observation_pair_53,observation_pair_54,observation_pair_55,observation_pair_56,observation_pair_57,observation_pair_58,observation_pair_59,observation_pair_60
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,-3.9115754060162744,0.0,-3.75,-2.5,-2.501108417050426,-2.5,2.5,2.5,1.25,3.75,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
1.0,2.189031628453905,0.0,1.25,2.5,2.500418180916773,2.5,-2.5,-2.5,-3.75,3.75,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875
1.0,-36.51219478013026,0.0,-31.15234375,-60.9375,-60.95256822813768,-60.9375,-60.9375,-60.9375,-31.15234375,-8.49609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375
2.0,0.826662196960152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0589918679815626e-11,3.316610138824006e-11,-3.218422058800858e-11,0.0,6.582247847754629e-11,-5.324983814185448e-11,2.6348673104722275e-11,2.2704089393593966e-11,-9.440666525164349e-9,-6.346249394202587e-8,-8.662583932672274e-5,-0.0005577460026796267,-0.0027179630853563313,-0.004351592086397531,-0.008037112666566468,-0.020624537236590357,-0.04994955907230574,-0.07937752547006344,-0.12897338093674754,-0.1683135686130282,-0.1820834744900448,-0.1841160430157138,-0.19364927815182542,-0.20148945415060635,-0.25148159397104236,-0.2537182341006736,-0.27357179334715687,-0.288448362210318,-0.29484551939831105,-1.25,-1.2488273944179553,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-3.125,-3.1201579309756053,0.0,0.0
2.0,4.310582938270935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0292643609782844e-11,-4.4474343819673376e-11,4.814368543794579e-13,0.0,-5.201854306925727e-11,1.470909033398208e-11,3.6151003479153356e-11,4.7541424214994626e-11,-4.785094724214243e-8,-3.96969682930067e-5,-0.005993012057080815,-0.017719798919821506,-0.040171656929219396,-0.04679537314826211,-0.05475106269128886,-0.07703997512785107,-0.09524157308079496,-0.09731170097506553,-0.11145488861889767,-0.1539948083426235,-0.17803201284164824,-0.24857320743045883,-0.29603783826883434,-0.3320450944392578,-0.4534466176917329,-0.4763440204066237,-0.5986767317050186,-0.6849159760013024,-0.7824353941827249,-1.25,-1.2515383261552384,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.875,-1.87590404324773,0.0,0.0
2.0,31.589753244043298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.425792899884982e-11,-2.8268942742215586e-11,-7.925748946036038e-11,0.0,3.4511060675868066e-11,-9.635314768274839e-11,1.5624834759364603e-10,1.7561418985678756e-10,-1.4322905350638848e-7,-9.941368379529081e-5,-0.015486483676451002,-0.04820823184584455,-0.1201919426454019,-0.14553496169429359,-0.1814641356358031,-0.2950278118231555,-0.4554609023966396,-0.5678212493460624,-0.8333057727679041,-1.2214393439099878,-1.4180351266014455,-1.8447385005998411,-2.2207819766415664,-2.5337498655024078,-3.890036784158517,-4.127553615460162,-5.579633290776586,-6.738416289387981,-8.095138174775647,-28.80859375,-28.81540625539113,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-28.80859375,-64.886474609375,-64.94476459795038,0.0,0.0
3.0,-1.6600747502479418,0.0,-2.5,-2.499975138925142,-2.5003817310869683,-2.5,-3.75,-2.5,2.5,2.5,1.25,2.5,3.75,2.5,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
3.0,1.279718282469421,0.0,2.5,2.4999526149328544,2.50072710461132,2.5,1.25,2.5,-2.5,-2.5,-3.75,-2.5,3.75,-2.5,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875
3.0,-30.960761993839945,0.0,-60.9375,-60.936924125457054,-60.94633162655164,-60.9375,-31.15234375,-60.9375,-60.9375,-60.9375,-31.15234375,-60.9375,-8.49609375,-60.9375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375,-64.886474609375
